TestID,TrainID,"[m,b]","(x,y)",Prediction
57063,53470,"[1, -1]","(train,test)",139
57104,128948,"[1, -1]","(train,test)",9042
57137,14452,"[7, -1]","(train,test)",30786325577727
57251,56570,"[2, -1]","(train,test)",5121
57304,45389,"[1, 1]","(train,test)",12
57371,96147,"[1, -1]","(train,test)",1
57374,135104,"[1, 0]","(train,test)",41
57417,178379,"[1, 0]","(train,test)",558
57429,42330,"[1, 1]","(train,test)",1
57439,1214,"[-1, -8]","(train,test)",-49
57478,7756,"[27, -1]","(train,test)",2807
57530,1715,"[8, 0]","(train,test)",8
57586,9120,"[1, 0]","(train,test)",584064
57628,49685,"[6, 0]","(train,test)",805513168073611926
57649,963,"[10, 159]","(train,test)",8599
57675,12120,"[1, 0]","(train,test)",34406400000000000000
57734,48891,"[3, -4]","(train,test)",51983
57738,20437,"[13, 0]","(test,train)",21.0
57762,19294,"[961, -7657]","(train,test)",984095
57840,56136,"[1, -1]","(train,test)",1906399371247
57851,51254,"[1, 1980]","(train,test)",24159798
57902,146484,"[-2, 1]","(train,test)",-1
57931,5966,"[1, 0]","(train,test)",19599665578316398592
57946,38500,"[10, 9]","(train,test)",4229
57975,35761,"[1, -1]","(train,test)",9161
57988,126938,"[1, -1]","(train,test)",50
58015,64443,"[3, 1]","(train,test)",298
58046,181237,"[1, 10]","(train,test)",3685
58140,1214,"[11, 211]","(train,test)",585
58168,115571,"[1, 1]","(train,test)",125
58185,59624,"[6, 0]","(train,test)",1694677889958
58202,104,"[2, -5]","(test,train)",5.0
58211,82840,"[1, -1]","(train,test)",16127
58236,14452,"[11, 0]","(train,test)",774056185954304
58249,61573,"[1, 1]","(train,test)",2044
58333,43102,"[1, -1]","(train,test)",272
58355,103205,"[3, 0]","(train,test)",231480184362
58407,121264,"[1, -1]","(train,test)",4140
58414,96702,"[1, 0]","(train,test)",61
58448,1683,"[1, 0]","(train,test)",87960930222080
58459,164561,"[1, 0]","(train,test)",65
58475,11704,"[-6, 12]","(train,test)",12
58500,134401,"[10, 1]","(test,train)",7177806988136070.0
58527,180833,"[2, 0]","(test,train)",92.0
58543,3587,"[1, 0]","(train,test)",1741769316989023076352
58562,100012,"[1, 0]","(train,test)",26
58588,43309,"[-1, 1]","(train,test)",1
58602,158616,"[-2, 3]","(train,test)",1
58675,141135,"[1, 0]","(train,test)",2372613717733406
58849,58324,"[1, 2]","(train,test)",4749511753491301
58899,70888,"[1, -1]","(train,test)",5193
58906,35169,"[1, 0]","(train,test)",0
59182,24336,"[1, 0]","(train,test)",351829430966702353416192
59193,141247,"[2, 0]","(train,test)",598
59318,31822,"[-2, 1]","(train,test)",1
59427,215653,"[2, -1]","(train,test)",95375081097
59428,103122,"[1, 0]","(train,test)",15790977390245
59476,139869,"[5, 0]","(train,test)",17800200
59514,136306,"[3, 0]","(train,test)",6
59609,1214,"[529, 10579]","(train,test)",19572
59661,169082,"[1, 3]","(train,test)",95
59747,219721,"[1, 2]","(train,test)",133
59783,207321,"[1, 1]","(train,test)",130
59803,216956,"[1, 0]","(train,test)",16342166369958702
59805,44468,"[1, -1]","(train,test)",2819
59873,94,"[1, 60]","(train,test)",30015
59876,32765,"[5, 0]","(train,test)",12480600
59901,208406,"[8, 0]","(test,train)",17.0
59930,78085,"[1, 0]","(train,test)",9693085025844
59947,50522,"[2, 0]","(test,train)",2782.0
59980,19294,"[7, -56]","(train,test)",9072
60023,226484,"[1, -1]","(train,test)",0
60135,63037,"[1, 2]","(train,test)",25593109080440833
60178,219920,"[1, -1]","(train,test)",5309
60189,128219,"[2, 0]","(test,train)",268435455.0
60342,11242,"[1, 0]","(train,test)",572204589843750
60371,5966,"[1, 0]","(train,test)",19599665578316398592
60415,92807,"[2, 0]","(train,test)",17592181850112
60417,9923,"[10, 0]","(train,test)",2270
60497,29580,"[4, 53085]","(train,test)",54829
60528,17481,"[1, 0]","(train,test)",0
60590,24476,"[891, 0]","(train,test)",2673
60731,53145,"[6, 1]","(train,test)",1492993
60751,2940,"[1, 0]","(train,test)",0
60761,50109,"[2, 0]","(test,train)",1.7885814992891026e+16
60783,29580,"[14, -14]","(train,test)",13860
60836,11704,"[-31, 62]","(train,test)",62
60842,94001,"[1, 2]","(train,test)",1462463376025192
60889,23473,"[1, 0]","(train,test)",5
60916,137938,"[1, 3]","(train,test)",520
60927,29521,"[4, 0]","(train,test)",52880
61021,2940,"[1, 0]","(train,test)",0
61029,102667,"[1, -4]","(train,test)",33952819
61047,37044,"[1, 0]","(train,test)",22
61115,17443,"[729, 0]","(train,test)",25002110044521
61146,44791,"[1, -1]","(train,test)",66
61263,66774,"[4, 0]","(train,test)",48
61268,41047,"[1, 0]","(train,test)",64
61292,1214,"[1, -14]","(train,test)",27
61310,211751,"[1, 2]","(train,test)",47305
61329,52901,"[5, 0]","(train,test)",380
61358,1303,"[2, -1]","(test,train)",0.0
61362,59451,"[2, 1]","(train,test)",67391
61464,33303,"[1, 0]","(train,test)",2957
61477,136925,"[2, 1]","(train,test)",237
61521,146539,"[2, 3]","(test,train)",278.0
61652,71825,"[9, 10]","(train,test)",811
61750,1817,"[11, 1]","(train,test)",11811160065
61940,76831,"[2, 1]","(train,test)",33791929975443
61944,227309,"[1, 1]","(train,test)",97
61948,3587,"[1, 0]","(train,test)",1741769316989023076352
61959,114365,"[2, 0]","(train,test)",2050932962736
62034,116130,"[1, 0]","(train,test)",118
62049,50263,"[2, 1]","(train,test)",564859072963
62053,17770,"[1, 0]","(train,test)",6311523942644393705472
62148,184422,"[529, 1]","(train,test)",126900224
62149,186738,"[1, 0]","(train,test)",1
62196,1214,"[36, 714]","(train,test)",1974
62226,159527,"[1, 1]","(train,test)",9
62237,156195,"[2, 0]","(train,test)",150
62283,130438,"[1, -4]","(train,test)",389
62297,3852,"[2, -1]","(train,test)",13243
62299,80768,"[2, -1]","(train,test)",-1
62321,12262,"[1, 0]","(train,test)",525893003079214694400
62335,32494,"[5, -81]","(train,test)",4236443047214
62370,24120,"[3, -2]","(train,test)",1828079218458625
62378,148354,"[1, -1]","(train,test)",28
62478,201951,"[1, -1]","(train,test)",96
62508,29580,"[8, -3]","(train,test)",8285
62642,7470,"[2, 1]","(train,test)",131
62650,16055,"[1, 0]","(train,test)",58455
62710,136042,"[1, 0]","(train,test)",496
62711,1214,"[1, 7]","(train,test)",48
62784,21852,"[1, -3]","(train,test)",281
62793,50142,"[-1, 1]","(train,test)",0
62806,963,"[20, 319]","(train,test)",15199
62852,73988,"[1, -2]","(train,test)",481235204714228
63004,47274,"[1, -2]","(train,test)",193
63007,1214,"[6, 115]","(train,test)",331
63026,150462,"[6, 0]","(train,test)",420
63068,51044,"[1, 0]","(train,test)",326
63124,1214,"[14, 266]","(train,test)",728
63226,175228,"[1, 0]","(train,test)",28
63244,17961,"[1, -6]","(train,test)",63999
63278,32279,"[2, -2]","(train,test)",14120
63403,225066,"[2, 0]","(train,test)",228
63429,188004,"[1, 0]","(train,test)",267777777889999
63432,110326,"[4, -7]","(train,test)",21505
63448,1214,"[2207, 41933]","(train,test)",61796
63483,62167,"[2, -17]","(train,test)",207
63619,186446,"[1, -7]","(train,test)",990
63735,66719,"[1, 0]","(train,test)",123
63852,18695,"[2, 0]","(train,test)",56
63902,212992,"[3, 0]","(train,test)",30384
63974,71823,"[16200, 1]","(train,test)",11643685201
63994,19184,"[2, 1]","(train,test)",2903
64046,66600,"[4, 0]","(test,train)",0.0
64047,9268,"[1, 0]","(train,test)",200291280469622706
64065,168970,"[1, 8]","(train,test)",3019898880
64123,68970,"[2, 0]","(train,test)",150098449994264746
64146,2638,"[2, 1]","(train,test)",3
64221,3587,"[1, 0]","(train,test)",1741769316989023076352
64236,39165,"[1, 10]","(train,test)",82
64263,199802,"[4, 0]","(train,test)",5712
64264,65505,"[1, -1]","(train,test)",95363944856224
64349,1683,"[1, 0]","(train,test)",87960930222080
64510,82111,"[2, 0]","(test,train)",73681302248.0
64560,215453,"[4, 0]","(train,test)",6752
64659,40136,"[1, 0]","(train,test)",110000000000000000
64685,85545,"[4, 0]","(train,test)",48617489856
64691,35423,"[7, -40]","(train,test)",7562
64748,225836,"[1, 1]","(train,test)",34729870646918
64797,27363,"[1, -1]","(train,test)",268435456
64830,58939,"[1, 9]","(train,test)",163
64842,218060,"[4, 0]","(train,test)",-525598496
64843,223432,"[1, 0]","(train,test)",7641088
64955,951,"[1, 0]","(train,test)",0
64986,214983,"[2, -2]","(train,test)",6042754
64995,3587,"[1, 0]","(train,test)",1741769316989023076352
65048,105403,"[1, -1]","(train,test)",0
65065,29580,"[25, -22]","(train,test)",19503
65074,75878,"[2, 1]","(train,test)",37915
65172,20564,"[6, 0]","(train,test)",14280
65174,139708,"[2, 0]","(train,test)",3664
65260,74346,"[9, 18]","(train,test)",104985
65311,191553,"[1, -1]","(train,test)",11320312500000
65447,88487,"[1, 1]","(train,test)",1560
65545,963,"[5, 16]","(train,test)",4336
65554,3587,"[1, 0]","(train,test)",1741769316989023076352
65645,1182,"[8, 31]","(train,test)",2943
65649,134187,"[1, -1]","(train,test)",240828972
65801,1214,"[18522, 362166]","(train,test)",547386
65842,27196,"[1, -1]","(train,test)",0
65860,139064,"[1, -1]","(train,test)",1705
65879,139106,"[1, 1]","(train,test)",8
65913,40136,"[1, 0]","(train,test)",110000000000000000
65970,22965,"[10, -597864]","(test,train)",59820.0
65988,63596,"[2, 2]","(train,test)",12
66132,180173,"[2, -1]","(test,train)",88508618240.0
66159,208044,"[2, -1]","(test,train)",464732722872.0
66209,147707,"[1, 1]","(train,test)",128
66237,130570,"[1, 0]","(train,test)",9
66292,219068,"[1, -1]","(train,test)",677
66299,4834,"[1, -24]","(train,test)",82936
66336,153056,"[6, 7]","(test,train)",332.0
66434,19294,"[11, -88]","(train,test)",12716
66558,94930,"[1, -1]","(train,test)",35716
66604,12574,"[1, -5]","(train,test)",1132
66617,59453,"[1, -1]","(train,test)",967
66656,170792,"[1, 0]","(train,test)",117
66737,187001,"[1, 0]","(train,test)",23
66757,26390,"[1, -2]","(train,test)",144946916
66842,16508,"[576, -64]","(train,test)",20123648
66878,115726,"[1, 0]","(train,test)",15957964
66973,4070,"[1, -5]","(train,test)",170
66987,5966,"[1, 0]","(train,test)",19599665578316398592
67149,217470,"[1, 1]","(train,test)",324631
67177,70648,"[1, 1]","(train,test)",1458
67283,139701,"[1, 0]","(train,test)",-3101089710
67293,62169,"[2, -1]","(test,train)",1798.0
67316,176783,"[2, 0]","(train,test)",1001820
67390,103758,"[-1, 1]","(train,test)",0
67393,1214,"[47, 893]","(train,test)",1786
67402,29580,"[7, -6]","(train,test)",7246
67544,145616,"[-2, 1]","(train,test)",1
67567,182305,"[1, -1]","(train,test)",361
67666,12262,"[1, 0]","(train,test)",525893003079214694400
67684,65703,"[1, 512]","(train,test)",570
67729,30137,"[252, 4]","(train,test)",1208925819614629174706176
67740,17145,"[2, -1]","(train,test)",1
67826,17145,"[-4, 8]","(train,test)",4
67841,28311,"[1, 0]","(train,test)",1889
68011,12262,"[1, 0]","(train,test)",525893003079214694400
68040,208140,"[2, 0]","(train,test)",178
68095,124702,"[2, 0]","(train,test)",10107019231634
68122,138863,"[4, -3]","(train,test)",-63578287760415
68150,1317,"[2, 0]","(train,test)",11408805862
68154,38144,"[1, 5]","(train,test)",281
68169,1683,"[1, 0]","(train,test)",87960930222080
68225,138323,"[2, -81919]","(test,train)",48878.0
68261,5544,"[1, 0]","(train,test)",7121453984059539456
68289,2940,"[1, 0]","(train,test)",0
68411,220273,"[1, 0]","(train,test)",28
68455,125092,"[-1, 3]","(train,test)",3
68511,54657,"[2, 0]","(train,test)",10
68532,146944,"[1, -6]","(train,test)",2751463418
68594,181339,"[1, 0]","(train,test)",4611686018427387904
68609,216061,"[30, 29]","(train,test)",2579
68696,1214,"[1, -3]","(train,test)",38
68753,206408,"[-2, 8]","(train,test)",130
68805,95722,"[2, -1]","(test,train)",5020094.0
68920,103048,"[-1, 1]","(train,test)",0
68937,213140,"[2, 1]","(train,test)",49025
68969,1817,"[7, -2]","(train,test)",3758096382
68992,20559,"[2, -4]","(train,test)",14282150107682
69003,189307,"[-1, 1]","(train,test)",1
69015,5085,"[1, 0]","(train,test)",222
69096,28412,"[1, 0]","(train,test)",162129586585337820
69104,1214,"[5, 98]","(train,test)",283
69153,78874,"[1, 0]","(train,test)",2147483657
69233,20758,"[1, 0]","(train,test)",1275
69243,27587,"[1, 0]","(train,test)",4265518180073472
69265,35785,"[3, -2]","(train,test)",193493968384827670
69342,109031,"[2, 0]","(test,train)",47683715296045.0
69371,204447,"[1, -1]","(train,test)",1755
69383,80894,"[1, 3]","(train,test)",114
69399,84713,"[3, 0]","(train,test)",99
69425,20564,"[11, 0]","(train,test)",22385
69439,11705,"[1, 2]","(train,test)",3
69514,96634,"[1, 1]","(train,test)",11398620307466200
69566,28412,"[1, 0]","(train,test)",162129586585337820
69627,168379,"[1, 0]","(train,test)",5
69713,8028,"[1, 0]","(train,test)",13027308783283592
69772,12262,"[1, 0]","(train,test)",525893003079214694400
69996,200443,"[4, 0]","(train,test)",9408
70044,206723,"[1, 0]","(train,test)",39
70081,144029,"[4, -1]","(train,test)",3299
70171,86225,"[4, 2]","(train,test)",78
70236,65406,"[1, 1]","(train,test)",12
70455,107138,"[3, 6]","(train,test)",1089
70458,142632,"[2, -1]","(train,test)",5050276538344665
70493,71046,"[2, 0]","(train,test)",6193152
70506,25234,"[11, -9]","(train,test)",20897974506517429
70528,62150,"[3, 0]","(train,test)",54675
70548,29911,"[-1, 1]","(train,test)",0
70595,111756,"[2, 1]","(train,test)",987
70715,154868,"[1, 0]","(train,test)",37
70754,54439,"[1, 0]","(train,test)",0
70822,11704,"[-12, 24]","(train,test)",24
70824,46886,"[1, 1]","(train,test)",668331666
70835,83333,"[1, -1]","(train,test)",6494323
70836,70912,"[1, 0]","(train,test)",1
70854,163337,"[1, -2]","(train,test)",249
70889,68757,"[1, 1]","(train,test)",3441
70919,2250,"[6, 0]","(train,test)",66666666666666666
71003,1214,"[8, 161]","(train,test)",489
71019,59468,"[6, 6]","(train,test)",6710880
71085,108417,"[1444, -20254]","(train,test)",1299562
71173,1280,"[0, 16]","(train,test)",16
71194,209023,"[2, 0]","(test,train)",14360.0
71219,318,"[1, 10]","(train,test)",11920928955078130
71308,5544,"[1, 0]","(train,test)",7121453984059539456
71317,64113,"[1, 0]","(train,test)",2675022
71440,29580,"[47, -46]","(train,test)",38541
71502,64055,"[1, 1]","(train,test)",3
71554,1182,"[2, 3]","(train,test)",843
71572,157199,"[2, 0]","(train,test)",2702265079208
71587,69030,"[2, 1]","(train,test)",3651
71592,178623,"[1, -1]","(train,test)",2046
71593,64486,"[2, -1]","(train,test)",1
71639,206668,"[2, 1]","(train,test)",421
71668,8028,"[1, 0]","(train,test)",13027308783283592
71851,91503,"[-2, 508]","(train,test)",408
71861,1214,"[11, 218]","(train,test)",592
71862,211341,"[1, -1]","(train,test)",41
71866,1214,"[4394, 85306]","(train,test)",142428
71926,43073,"[4, 0]","(train,test)",1552
72070,52858,"[2, 0]","(train,test)",101336136490228
72139,91503,"[4, 7]","(train,test)",231
72229,5966,"[1, 0]","(train,test)",19599665578316398592
72440,30087,"[210, 0]","(train,test)",16800
72479,36846,"[1, 1]","(train,test)",3
72518,31009,"[1, 1]","(train,test)",9003
72594,45915,"[2, 2]","(train,test)",514
72665,19294,"[900, -7170]","(train,test)",921630
72680,87335,"[1, 0]","(train,test)",159
72777,29580,"[8, -7]","(train,test)",7569
72782,27803,"[2, 1]","(train,test)",3389154437773
72854,366,"[3, 0]","(train,test)",261
72890,34970,"[1, 0]","(train,test)",39
72911,28143,"[512, 0]","(train,test)",3904305912313344
72973,191669,"[3, 0]","(train,test)",68629572058515
73015,2940,"[1, 0]","(train,test)",0
73103,1214,"[1, 1]","(train,test)",42
73118,26996,"[1, 1]","(train,test)",1133023004941273
73161,3587,"[1, 0]","(train,test)",1741769316989023076352
73180,108998,"[1, 1]","(train,test)",116
73196,11790,"[2, -1]","(train,test)",181
73203,142399,"[1, 1]","(train,test)",63018038201
73223,65465,"[-3, 4]","(test,train)",1.0
73255,23977,"[1, 2]","(train,test)",171
73269,1817,"[1, 3]","(train,test)",2147483651
73302,1214,"[1, -5]","(train,test)",36
73370,7912,"[1, -1]","(train,test)",4
73413,7121,"[1, 1]","(train,test)",14
73431,189034,"[1, 1]","(train,test)",621726
73440,210265,"[-1, 2]","(train,test)",472044
73450,8883,"[1, 0]","(train,test)",5279714475068333490176
73488,318,"[11, 54]","(train,test)",1049041748046874
73553,403,"[1, 343]","(train,test)",360
73621,216121,"[1, 0]","(train,test)",1459
73671,24336,"[1, 0]","(train,test)",351829430966702353416192
73678,17770,"[1, 0]","(train,test)",6311523942644393705472
73684,200717,"[10, 0]","(train,test)",4050
73734,28807,"[2, 0]","(train,test)",12
73755,193676,"[1, -50]","(train,test)",1221
73838,122413,"[50, 1]","(train,test)",1122001
73900,34413,"[1, 1]","(train,test)",46
73944,9255,"[4, 1]","(train,test)",69
74060,226415,"[1, -1]","(train,test)",11
74072,136135,"[2, 13]","(test,train)",4649.0
74109,20301,"[1, 1]","(train,test)",1042002568
74114,151560,"[-1, 2]","(train,test)",1
74206,90390,"[2, 0]","(test,train)",4.0
74214,23901,"[6, 7]","(train,test)",24499
74229,58260,"[2, 0]","(test,train)",0.0
74277,32173,"[1, -1]","(train,test)",2863311531
74326,2587,"[4, 5]","(train,test)",118569
74341,35423,"[1, 2]","(train,test)",1438
74379,24757,"[3, 2]","(train,test)",14801
74433,164481,"[1, -2]","(train,test)",120
74457,135484,"[2, 1]","(test,train)",635466457082.0
74594,58064,"[12, 12]","(train,test)",17784
74636,3587,"[1, 0]","(train,test)",1741769316989023076352
74648,111536,"[1, -1]","(train,test)",88
74738,114171,"[-1, 1]","(train,test)",0
74784,62167,"[1, -2]","(train,test)",116
74950,210631,"[3, 0]","(train,test)",1152
74952,201107,"[2, -1]","(test,train)",16123801841550.0
75008,88537,"[2, 1]","(train,test)",172243
75039,91503,"[2, 0]","(test,train)",36.0
75054,17145,"[-27, 54]","(train,test)",54
75071,146539,"[2, -5]","(test,train)",284.0
75098,1214,"[30, 599]","(train,test)",1469
75113,61573,"[1, 1]","(train,test)",1920
75165,143997,"[2, -17]","(train,test)",2861
75190,68148,"[1, -1]","(train,test)",427
75208,15722,"[2, 3]","(train,test)",8645
75272,65278,"[1, -3]","(train,test)",7625731702714
75366,1760,"[1, 3]","(train,test)",130
75417,12479,"[2, 0]","(train,test)",260
75456,144207,"[2, 1]","(train,test)",3589
75467,1182,"[36, 145]","(train,test)",11521
75492,188707,"[1, 0]","(train,test)",67
75524,146484,"[-1, 1]","(train,test)",0
75615,20457,"[338, -1]","(train,test)",31315699
75697,78839,"[1, 4]","(train,test)",1235216565974041
75761,179591,"[2, 0]","(train,test)",5832
75809,16691,"[1, 1]","(train,test)",338
75846,70960,"[1, -1]","(train,test)",31
76108,1494,"[7, -49]","(train,test)",0
76136,28180,"[-1, 2]","(train,test)",-54875873535
76211,42113,"[1, 1]","(train,test)",1304
76227,24336,"[1, 0]","(train,test)",351829430966702353416192
76237,95620,"[1, 1]","(train,test)",10
76363,61356,"[1, -1]","(train,test)",28604
76420,196094,"[2, 0]","(train,test)",98
76435,191669,"[3, 1]","(train,test)",94130595916
76485,9923,"[7, 8]","(train,test)",1177
76490,58939,"[524288, -262144]","(train,test)",28049408
76506,14760,"[2, 2]","(test,train)",360359.0
76535,963,"[29160, 466560]","(train,test)",13413600
76555,72820,"[8, -1]","(train,test)",29783
76562,29580,"[32, -31]","(train,test)",26241
76638,88708,"[3, 1]","(train,test)",129140161
76658,112590,"[1, 1]","(train,test)",3569
76660,14452,"[14, -1]","(train,test)",985162418487295
76752,190682,"[2, 0]","(train,test)",318432
76792,46520,"[1, 0]","(train,test)",1194844427708580
76818,125193,"[1, -1]","(train,test)",140
76830,46958,"[2, 0]","(train,test)",18
77070,90390,"[5, 0]","(train,test)",40
77094,75076,"[1, -1]","(train,test)",3561
77208,31665,"[1, -1]","(train,test)",1
77258,116115,"[1, -1]","(train,test)",10
77316,4834,"[16, -288]","(train,test)",1048544
77376,141932,"[5, 0]","(test,train)",6472224534451830.0
77383,83523,"[1, 1]","(train,test)",1
77395,17145,"[-17, 34]","(train,test)",34
77514,1683,"[1, 0]","(train,test)",87960930222080
77533,218973,"[1, 1]","(train,test)",1709230
77574,67882,"[8, 0]","(train,test)",104120
77595,1214,"[10, 199]","(train,test)",539
77601,1214,"[7, 135]","(train,test)",380
77618,19294,"[144, -1140]","(train,test)",166476
77621,1182,"[49, 195]","(train,test)",14895
77693,28412,"[1, 0]","(train,test)",162129586585337820
77738,80081,"[-2, 80]","(train,test)",-2790
77744,52366,"[1, 1]","(train,test)",21
77816,71229,"[1, -2]","(train,test)",478
77892,26987,"[1, 0]","(train,test)",35
77976,99494,"[1, 0]","(train,test)",114
78011,11704,"[-11, 22]","(train,test)",22
78145,162124,"[1, -1]","(train,test)",3469
78201,17770,"[1, 0]","(train,test)",6311523942644393705472
78219,17481,"[1, 0]","(train,test)",0
78232,59982,"[5, 10]","(train,test)",36105
78241,12024,"[10, -10]","(train,test)",70
78257,26684,"[2, 0]","(train,test)",2147483710
78289,9923,"[12, 13]","(train,test)",1969
78311,53694,"[2, 4]","(train,test)",2622604370117188
78342,119116,"[2, -1]","(train,test)",1
78350,1494,"[7, -46]","(train,test)",10
78427,1817,"[37, -1]","(train,test)",4966055935
78472,37702,"[2, -1]","(train,test)",8279
78487,77554,"[2, 5]","(train,test)",35
78558,29580,"[200, -191]","(train,test)",140609
78567,2940,"[1, 0]","(train,test)",0
78579,403,"[123456789, 123456789]","(train,test)",2345678991
78583,17770,"[1, 0]","(train,test)",6311523942644393705472
78819,202995,"[1, 2]","(train,test)",110
78859,40567,"[1, 234]","(train,test)",4831985974
78879,67413,"[32, 0]","(train,test)",164916224
78900,215427,"[1, -7]","(train,test)",2885681145
78919,29580,"[2, 39]","(train,test)",2393
78937,19294,"[60, -479]","(train,test)",77761
78940,104,"[4, -27]","(test,train)",8.0
78955,224568,"[2, 0]","(train,test)",5396913313866
78988,2937,"[1, 0]","(train,test)",7
79023,51901,"[128, 0]","(train,test)",1152921504606846976
79109,5544,"[1, 0]","(train,test)",7121453984059539456
79145,215335,"[1, 0]","(train,test)",73
79149,90255,"[1, 1]","(train,test)",18059375
79170,115191,"[1, 0]","(train,test)",71
79267,141137,"[1, 1]","(train,test)",10
79307,218103,"[1, -1]","(train,test)",14591
79308,147249,"[1, -1]","(train,test)",5155001023065
79408,12262,"[1, 0]","(train,test)",525893003079214694400
79477,403,"[9699690, 9699690]","(train,test)",203693490
79484,112196,"[1, 0]","(train,test)",1689330735102480
79490,92428,"[2, -1]","(train,test)",46912496118443
79522,12447,"[2, 4]","(test,train)",1423.0
79571,50811,"[5, 0]","(train,test)",2390
79647,78001,"[1, 5]","(train,test)",1554
79695,45307,"[13, 0]","(train,test)",6991712
79744,216471,"[2, 0]","(test,train)",127596402318000.0
79925,85930,"[2, 2]","(train,test)",10
79936,1182,"[8, 36]","(test,train)",54.0
80037,1214,"[21, 399]","(train,test)",987
80057,158438,"[5, 0]","(test,train)",2722189979.0
80067,963,"[36450, 583380]","(train,test)",17496180
80097,30954,"[1, -1]","(train,test)",3
80201,35209,"[1, 3]","(train,test)",135
80466,181602,"[1, 1]","(train,test)",1488
80511,558,"[1, 0]","(train,test)",38959523483674573012992
80516,13902,"[2, 2]","(test,train)",14.0
80540,25530,"[1, 9]","(train,test)",33856
80587,29580,"[17, -16]","(train,test)",15352
80588,121526,"[1, 1]","(train,test)",8
80593,6699,"[2, -8]","(train,test)",206
80609,58198,"[2, 1]","(train,test)",3699
80668,108417,"[1, -12]","(train,test)",2502
80680,78242,"[4, 4]","(train,test)",2432902008176640000
80702,226981,"[3, 0]","(train,test)",24
80714,5966,"[1, 0]","(train,test)",19599665578316398592
80770,94794,"[2, 0]","(train,test)",1024
80833,1280,"[0, 18]","(train,test)",18
80860,100565,"[1, 1]","(train,test)",3
80980,141303,"[2, 1]","(test,train)",5708984335850634.0
81017,75822,"[3, 0]","(train,test)",1073303448
81055,49648,"[4, 0]","(train,test)",1049664
81060,20226,"[1, -2]","(train,test)",354
81098,146982,"[1, 0]","(train,test)",479
81172,45344,"[1, 0]","(train,test)",34850
81239,108417,"[2, -20]","(train,test)",4058
81251,117520,"[1, 7]","(train,test)",32792620
81267,183749,"[1, -1]","(train,test)",0
81311,1715,"[4, -2]","(train,test)",2
81680,68093,"[1, 1]","(train,test)",2601
81731,95978,"[3, 0]","(train,test)",47340
81757,27162,"[10, 0]","(test,train)",9000000000000000.0
81793,24336,"[1, 0]","(train,test)",351829430966702353416192
81800,7470,"[2, 8]","(train,test)",138
81817,1182,"[1, -3]","(train,test)",433
81991,45431,"[2, -1]","(train,test)",1668930053710937
82046,126072,"[16, 0]","(train,test)",16640
82071,124282,"[1, 1]","(train,test)",124
82150,14871,"[1, 1]","(train,test)",134
82180,15759,"[1, 0]","(train,test)",281
82217,27002,"[1, -1]","(train,test)",2879
82249,160364,"[1, 0]","(train,test)",228
82314,1214,"[338, 6761]","(train,test)",13521
82317,48312,"[1, 1]","(train,test)",14
82417,40761,"[3, 0]","(train,test)",11253
82421,181602,"[1, 2]","(train,test)",1489
82459,26333,"[3, -1]","(train,test)",9317
82482,1214,"[55, 1056]","(train,test)",2266
82535,110326,"[12, -20]","(train,test)",35344
82579,220247,"[1, 0]","(train,test)",192
82584,19294,"[1444, -11514]","(train,test)",1299638
82735,5544,"[1, 0]","(train,test)",7121453984059539456
82778,209159,"[1, -3]","(train,test)",206
82829,172200,"[3, -3]","(test,train)",48315635.0
82873,1214,"[11, 209]","(train,test)",583
82915,6699,"[1, 1]","(train,test)",112
83013,107760,"[1, -1]","(train,test)",491
83065,203020,"[1, 1]","(train,test)",109972410221
83074,190067,"[1, 1]","(train,test)",97
83077,96492,"[24, 13]","(train,test)",2389
83089,108831,"[1, -1]","(train,test)",1
83091,35000,"[2, 5]","(test,train)",8896530399149.0
83104,194169,"[1, -1]","(train,test)",1
83172,162570,"[2, 1]","(train,test)",6983
83394,104,"[2, -7]","(test,train)",6.0
83399,99186,"[1, -1]","(train,test)",427
83431,1571,"[2, -3]","(test,train)",1.21645100408832e+17
83440,288,"[6, 0]","(train,test)",32412
83507,53830,"[-1, 1]","(train,test)",1
83547,59040,"[2, 0]","(train,test)",152
83553,63596,"[2, 1]","(train,test)",9
83566,49919,"[10, -7]","(train,test)",1193
84040,29580,"[4, -1]","(train,test)",4707
84086,206698,"[7, 0]","(train,test)",990688365380
84109,57498,"[-2, 2]","(train,test)",8245803209280
84144,145935,"[1, -1]","(train,test)",17605
84168,125243,"[-1, 7]","(train,test)",0
84217,28412,"[1, 0]","(train,test)",162129586585337820
84229,45321,"[2, 2]","(train,test)",4602
84294,16401,"[1, 1]","(train,test)",416125320855553
84372,96414,"[1, 0]","(train,test)",2520
84434,58403,"[1, 2]","(train,test)",5397
84456,9198,"[1, -1]","(train,test)",352
84628,191513,"[1, -1]","(train,test)",514229
84656,11449,"[2, -1]","(train,test)",29593
84695,20389,"[1, 0]","(train,test)",1129718145924
84739,24643,"[2, 0]","(test,train)",7784628224.0
84824,1182,"[216, -456]","(train,test)",59160
84832,39560,"[2, 1]","(train,test)",189
84839,75396,"[1, 0]","(train,test)",1
84912,52901,"[-1, 90]","(train,test)",1
84924,1644,"[1, 0]","(train,test)",2333521433367183360
84993,63546,"[1, 0]","(train,test)",494
85040,213957,"[2, 0]","(train,test)",462
85105,88517,"[1, -1]","(train,test)",32039
85141,1214,"[123, 2337]","(train,test)",4182
85144,51230,"[2, 2]","(train,test)",8589934592
